241.269,-6512.75,26.9747,-4365.66,-6919.3,-2241.03,-3262.92,-3441.04,-7120.21,-7100.78,2572.14,120.305,-6658.38,-3495.81,859.124,1802.61,219.192,-5746.72,2315.73,-1949.28,-4994.83,-2236.31,-202.283,-5438.42,-3132.1,-5572.96,2576.32,4225.3,-7682.74,-2327.85,-4141.29,-7142.86,-6577.94,2276.13,544.281,-5043.05,-7371.83,743.808,-6974.49,-4564.38,-4260.85,-7199.44,-968.118,-3756.92,-3778.26,-7482.19,-3075.44,3719.5,3571.26,-7208.17,3623.02,-6954.25,-379.397,2158.07,-2346.2,-2155.87,-1252.36,1353.35,-524.274,208.958,-1125.24,-6286.4,-96.5206,-7967.23,1537.4,-6886.63,-620.184,-624.585,-2712.8,3039.1,-2989.88,-6740.08,1084.29,3715.48,-7917.65,-6927.63,-3875.07,-1059.76,2355.58,-3246.11,1899.67,-6795.25,-591.853,2974.23,-7055.92,-1890.06,4167.29,-244.323,-7129.72,1089.43,-5382.34,1583.43,-5138.07,-4329.4,-6682.72,66.9958,939.827,-1169.48,-4727.62,-2688.44,-3463.19,387.307,-73.5179,-58.6577,322.104,-1424.42,-6185.93,-6347.88,2206.96,-4193.74,-390.397,-3280.77,-3215.54,-2642.06,-4376.59,-1550.12,-349.941,1003.06,-1056.89,-4660.54,2893.56,339.627,-5166.1,3175.35,-2158.94,552.972,1462.86,1205.41,-6194.51,2049.2,1972.17,419.757,-5889.66,1583.55,-649.947,-6738.74,-3572.94,-3360.05,-3021.82,-3293.78,-4325.61,615.453,-4687.63,-5632.06,4584.3,1709.32,-2130.59,-5053.4,-4524.57,2785.06,-6204.88,-6814.15,-8007.18,2668.83,-2653.2,-2051.04,-283.924,812.505,-6438.92,-2580.73,2001.48,-6428.53,1030.05,-6403.34,-1659.95,1136.01,-7760.28,4447.04,-2149.36,1360.1,-4687.77,172.901,2373.25,2670.7,-2013.6,1218.66,-5735.42,-1734.49,1571.46,614.651,-6615.73,-5092.48,3371.93,-1409.56,881.245,-6713.47,-6321.68,40.2145,-6960.46,1819.29,-4803.08,-7317.83,-4312.12,3840.43,-3535.02,-1694.01,3642.0,4410.03,-7918.83,-7427.31
-8272.82,-4836.94,-1173.41,-7666.79,-3176.64,2058.2,-717.443,3013.12,2425.23,-6626.73,-6933.25,-5464.63,851.02,2422.88,-8571.32,-8036.43,-4236.71,2988.64,3357.17,-5895.78,-2467.8,-7503.3,-7285.69,1962.33,-4576.14,167.392,-1976.2,-5286.82,931.141,-4750.02,1101.01,-6238.55,-4096.3,-2130.43,-966.373,-3124.91,1280.02,2766.9,1779.82,-6173.52,-722.805,-2833.48,1400.36,-1956.43,-8353.23,-6209.63,-978.966,-4713.53,-4670.94,-6446.83,-3887.6,-940.515,-8427.11,-7821.71,-7488.2,-6934.8,-3499.66,-5369.75,-4597.96,-1540.01,-5196.36,-5135.56,-7985.31,-6679.32,-5990.81,-1628.44,-7878.45,-8029.09,1739.46,-1158.35,-6840.18,2262.42,-2743.88,-7689.87,-7333.74,1812.07,-340.835,-396.853,-187.676,-6513.44,-291.683,2108.98,3354.89,-2949.95,2533.92,1066.96,-4829.57,-682.28,-462.014,-1479.8,836.702,-3336.63,3455.3,-4705.31,2314.12,-6569.49,-3046.36,1608.4,-6242.93,-3843.72,-136.352,-6958.89,2549.99,-1721.3,-273.672,-3694.69,-209.66,-6686.97,-2647.37,-5483.0,-6906.14,-5545.92,-8001.45,-4436.42,-8089.61,-7047.65,3158.22,2270.79,2191.07,1143.94,15.7402,-8386.4,-1297.58,-6884.19,231.971,407.799,-2702.27,-4401.8,-4938.56,2986.3,1124.56,-4584.45,-2122.32,-6686.23,-6579.17,-3035.82,1367.74,-1824.21,-2997.7,-3219.61,-5541.29,-6890.08,-1173.36,-7084.4,219.779,-3678.25,-690.532,-2643.83,-3456.95,-6728.05,-5075.06,2110.42,-4451.26,-4748.36,-4051.92,-2437.99,-2140.71,-3980.73,979.831,2558.93,-1353.71,-2468.46,-2955.33,-2480.96,52.7255,-7644.98,-8385.25,-330.358,-8322.15,-7683.83,-671.813,-1709.11,62.4563,-1537.07,1929.94,-8096.75,-136.656,-8239.76,-4750.32,-6492.46,-3035.35,1446.86,2574.0,-5348.93,71.2911,2715.03,-5101.75,-5166.43,-1530.15,1307.85,-5541.04,-5115.99,-1633.93,-7109.02,-610.039,-2040.19,-3402.48,-7679.53,-146.227,855.25
310.734,775.73,1898.93,63.1851,1952.47,560.081,1489.95,-22.206,-1882.18,-1923.72,2921.41,852.963,-1871.81,-507.788,-580.383,2431.47,-315.152,-1837.75,1305.41,-1984.79,1579.41,281.669,2691.88,-1651.84,-128.654,2548.61,3106.75,1524.66,-1782.33,3125.18,2270.95,198.59,-1964.94,-1064.75,-474.115,2604.04,1241.77,-1067.52,2555.38,-917.227,1152.44,2596.06,2482.65,-1769.38,-1732.77,2797.2,3051.37,-1884.09,-587.814,-943.975,187.522,-1492.75,-1025.89,448.607,-464.791,2865.06,592.154,-1108.47,164.045,-1840.62,1502.76,38.8761,2983.34,-152.815,1225.51,828.353,672.989,-1347.18,1772.85,1085.03,-1017.87,-1322.5,1491.2,1156.41,1515.34,-349.432,1658.28,733.752,890.85,601.696,-1155.98,1206.97,-356.54,-1611.22,193.845,499.012,-1352.22,-460.391,376.976,444.896,3015.68,-1016.98,-552.99,-1597.98,-1756.32,668.138,-1949.44,1045.24,1457.0,-263.362,-1978.68,2862.42,-1513.31,1275.32,2906.45,180.786,-4.00522,2285.89,1022.19,-1064.04,-1296.36,-1423.32,445.148,-607.181,-1364.73,3143.29,2374.08,-62.5855,-265.06,-1715.54,-735.51,-577.217,1329.71,2747.74,-39.2546,-1999.08,1012.56,1434.0,-519.188,1076.21,3130.01,2436.13,2710.56,868.39,38.8894,1394.29,-39.8288,-966.651,2930.55,2656.5,2336.72,2133.88,1164.02,1297.11,327.608,-1206.1,1994.65,228.067,717.678,26.4175,-597.092,1560.41,1100.32,2836.57,421.541,-1079.77,-473.158,2819.91,-1935.77,1479.02,-1340.6,-1287.02,223.607,2097.13,-436.459,239.568,-949.974,2288.66,1807.73,-1967.57,1022.72,-1317.52,1621.76,-495.659,-875.437,54.5371,500.342,1604.95,76.3244,-624.68,1928.04,-502.861,-1450.58,-1409.3,-89.4921,470.096,1968.34,-1515.79,2464.83,129.344,-143.087,997.119,-218.052,-1098.9,-285.153,1500.39,3025.39,1692.86,-1193.23,2633.14
-3170.14,4061.56,-5004.17,-6535.88,5844.58,-829.086,-2006.14,-6249.86,-4508.37,-4781.46,-4149.11,3053.0,-3901.24,4729.99,2542.37,1083.49,3483.84,4382.26,-882.277,3204.73,-6915.79,-1647.37,5698.34,-2695.19,1817.09,5752.16,-7221.32,-1266.07,-7292.03,257.376,4306.1,-4082.92,-1128.36,-4918.73,5960.18,2884.82,3537.76,-4030.13,-1025.12,-3142.04,-3556.4,-7991.17,5453.88,6531.67,3334.26,3871.93,1492.07,-3988.48,7360.65,7427.73,-8216.33,5559.91,1146.05,3936.1,6445.4,5373.26,6908.16,-5755.68,-4371.56,-5028.05,3080.41,-1817.12,6246.08,-737.999,-2980.57,-2652.16,-2151.61,-3945.34,3341.03,1839.95,4035.98,-395.749,3899.42,-2890.29,5231.0,-378.082,2663.06,-4047.2,3209.79,5567.84,-4475.57,65.6922,-1875.81,-1891.07,-191.643,1087.78,-5892.29,5721.81,-5036.23,-2270.54,6132.26,-2526.56,-1526.52,-4565.5,3550.96,-1647.82,-1849.55,3172.34,-4698.73,-1681.76,1601.39,-6337.48,-4599.17,-3499.13,3879.33,3477.98,4637.82,5174.62,2800.39,6630.23,7056.68,-6802.61,-7768.35,1863.33,3065.06,-7727.23,679.841,1270.32,1391.41,-13.1598,-7377.98,2375.92,-1046.63,-4654.51,-22.2397,1190.24,4502.5,-3742.37,4426.57,2946.05,2456.67,-3834.92,-5605.92,4519.14,-2898.31,-4062.07,-4767.17,-3214.58,-475.703,-5737.2,3977.64,4562.02,-3929.17,6201.0,-6847.96,1399.91,-4000.97,-3831.53,-4451.25,-1812.63,-1929.37,1296.24,-1461.99,-5379.39,3155.91,1203.99,-6330.98,-7803.34,-3059.21,-5600.9,-5228.69,1696.03,5098.79,-3346.94,-8063.05,-5283.96,-248.164,-3115.9,-6928.04,62.609,5281.01,6367.79,1876.42,-6846.41,4210.35,4479.78,-2066.94,-3646.8,4403.74,4579.51,4296.62,-8226.94,-5894.46,1778.94,-1523.81,4749.28,5119.48,-3057.7,-2098.61,-8247.13,-2242.49,-4251.01,6627.68,-5263.28,3110.13,1786.1,-1716.1,-1814.27,-2810.61,-4312.99
129.252,-2533.45,-2755.29,-1287.65,501.327,1275.81,2462.47,2314.14,1649.89,2307.15,1004.25,473.195,623.295,-1362.77,47.2705,-1351.14,-2397.3,1134.19,1751.56,1243.85,-948.148,1468.88,652.942,-1745.32,-2963.01,2227.41,338.95,-1520.99,-1360.29,1060.9,542.129,-2724.85,1255.11,1432.77,1899.72,-866.739,2846.36,2878.45,-2638.69,-2991.89,2941.4,2644.54,-2673.75,97.7705,1237.02,-554.12,-1442.18,-1531.83,-2968.43,2828.68,2102.74,2198.19,-1562.48,2465.31,-2775.63,-2137.26,-2055.2,-2208.42,1075.34,-1289.22,1780.89,-2898.37,-1820.78,-1007.9,-35.1885,2097.34,-3019.08,-1000.64,719.644,537.8,-2364.56,1510.39,-122.245,576.451,-1652.75,-3025.58,1056.82,2357.39,1811.56,1198.02,2263.96,2048.55,-2470.27,533.764,1948.25,-322.646,2287.12,-2201.61,-3001.55,2153.08,-2383.24,-591.376,-2663.67,-1919.93,-791.75,1875.27,-296.348,1843.9,-2534.25,-1531.93,-2517.18,-1098.85,1441.75,-1889.87,-2603.54,-2975.64,1251.86,-2959.04,-2488.65,3038.34,-2044.83,2636.72,-1894.42,-1612.65,1488.6,2677.75,-3151.0,1182.97,-253.754,-2853.78,-1700.63,1190.95,2710.58,-2657.54,-238.567,-1813.13,1264.49,-654.941,2799.11,64.4892,1823.6,1037.48,-2959.46,214.826,174.265,-2366.21,-2296.11,1440.71,1652.9,647.515,-1283.76,-1538.78,-2577.48,30.1398,-1728.32,757.823,2348.89,812.364,-2724.03,-856.623,-1879.14,-1365.93,1987.68,1630.5,-825.421,1639.31,-217.843,-539.694,-1043.79,-2686.52,-2063.72,2987.06,744.926,2390.35,2539.92,-1734.77,-92.8819,-1309.5,-547.418,2001.57,156.162,1800.01,255.856,-2563.08,-2348.08,-918.939,-2311.62,-1051.81,599.144,-293.974,-1907.52,1948.98,1932.01,458.275,2702.08,-1378.28,-2146.99,757.35,-971.477,-1978.67,-2602.59,3020.67,-266.567,109.115,-3031.32,1054.94,-1142.04,-954.285,-2029.94,-2795.07
-5009.93,-1175.69,-5836.66,-1292.96,-5488.95,-3838.76,83.2812,-4587.78,-2976.61,-5062.46,-3102.33,-6849.37,-2359.25,-5097.95,-6686.95,-6980.85,-1324.12,-3300.78,-551.326,167.57,-2608.38,-507.828,-5814.35,-1610.96,-6044.98,-1068.97,-3414.64,-4614.18,-5162.48,-696.642,-5343.68,-1645.23,-5561.7,-7328.59,-361.654,-3076.5,-4489.13,-2815.1,-4095.27,-1262.28,-1930.65,72.8571,-2557.72,-4456.39,-4987.45,-1968.63,-5241.13,-6439.88,-1111.86,-4425.96,-5370.24,-5939.02,-6865.05,-5783.66,-2016.2,-4665.63,-7201.1,-4146.22,-1726.12,-3506.41,-96.5564,-3036.16,-6444.29,-2043.69,111.967,-7162.36,-6263.84,-6903.83,-6861.49,-1477.45,6.50746,-6881.41,-774.286,-671.259,-7323.83,-6001.51,-3751.27,-921.6,-2137.42,-6398.07,-4192.17,-2015.61,-45.7218,-3532.35,-2109.64,-580.592,-6441.92,-3464.07,214.637,-6309.42,-2920.77,-4942.43,-7331.32,-2453.09,-6504.65,-6127.86,-7221.6,-2409.24,-5521.12,-6598.65,-617.629,-654.01,-4905.52,-3058.31,-3212.45,-1110.59,-483.89,-1232.03,-2369.8,-1044.13,-45.4137,-5629.22,-5554.85,-4148.96,300.615,-3785.25,-343.065,-198.071,-5183.29,-5324.93,-1226.22,-5020.19,-4722.03,-1565.51,10.9447,-6279.08,-2441.64,-2259.04,-6888.01,-3328.21,-3825.59,-2054.09,-6859.02,-5262.27,-2336.39,-4965.94,-4146.73,-3753.16,-5662.09,-934.471,-553.957,-1953.81,-4374.07,-1190.7,61.9565,-7116.17,-4621.65,-2061.45,-7336.01,-2371.34,-5533.7,-4361.67,-204.9,-2271.57,-6380.89,-4541.5,-6989.52,-565.865,-176.099,-3267.94,160.192,-4289.8,253.015,-2644.31,-6137.96,-6933.83,-6903.92,-6903.3,-7101.55,-73.038,-6318.34,-2151.56,-1827.22,-3358.57,-5637.31,-1760.09,-6803.69,-6781.95,-6421.66,-347.865,-4519.01,-6571.95,-6652.78,-801.245,-610.974,-452.048,-6999.91,-5418.22,-4417.13,-6051.1,-2714.53,-3176.28,-4809.1,-666.51,-2760.46,-7180.77,-2952.4,78.1834,-1322.92,-2936.21
-1404.54,-374.196,1879.08,1972.48,-135.298,1263.46,-1837.8,2021.0,-3943.07,-1320.74,-2768.88,-2275.55,-1121.01,-1392.68,-1030.75,-2048.15,-2412.17,-1662.29,704.902,-2001.82,-145.643,-3399.38,2205.18,833.38,-938.417,-2051.62,-3555.53,-496.183,-356.579,149.381,-1083.25,-4126.82,-2495.81,-3029.56,296.974,805.784,144.473,-2057.0,-3696.83,-1811.4,-2456.29,-3768.07,555.669,1070.81,-4002.36,-920.205,2400.39,-1135.78,2401.54,-1864.73,-1940.77,506.98,-3670.9,-2221.14,1096.2,-432.123,-3365.43,-165.1,1484.22,-3674.81,-75.956,525.156,-1444.95,556.01,-939.553,2126.42,2479.27,-3797.91,-1310.65,668.833,-3724.17,2190.35,-3693.22,-328.805,-204.732,-3130.76,-2763.32,2473.14,-491.102,-793.39,-1560.09,2263.25,-3876.54,-1625.2,-1637.73,-2567.5,-4168.08,2412.97,-3151.8,694.146,-2743.77,2126.32,-414.591,-2538.07,-3421.78,1359.3,-3043.78,606.65,605.104,-429.331,31.1153,-3428.54,-2141.02,-1971.1,1316.06,-2981.78,2242.77,-2478.94,2065.85,-1736.64,218.352,812.363,-2112.73,-3527.94,1594.88,1597.38,-3701.15,-1057.25,-2486.8,-1218.66,86.149,-657.711,2439.08,-1956.24,-1467.45,-3124.33,-3266.24,-2626.76,-3158.95,-1029.8,-2017.42,89.1737,-2986.15,1510.45,-3206.06,-3360.32,-1421.04,-3702.59,-1475.05,-408.411,-2017.16,-1676.52,1709.47,-1961.9,-2900.29,-1718.81,-2324.81,-1074.55,919.342,-4001.76,-2137.11,6.43023,-2682.13,-789.038,-1753.96,1709.05,-2337.67,1377.19,-48.5917,-2754.76,-1009.88,2282.1,-2461.62,-2397.65,-2512.63,2392.93,-2727.62,93.525,-3537.47,397.349,-1745.7,-3582.61,-3495.2,-2121.26,1162.34,-1460.49,-1905.85,-3713.04,-545.509,-4123.41,-3295.71,-3444.33,-2003.45,-2286.45,75.8949,1341.76,-3714.15,-1791.43,-662.414,173.104,-1261.27,694.782,-2857.62,-2412.53,708.673,-851.843,266.59,-848.238,-1731.53,226.053
-1034.56,5999.04,2309.72,3728.33,3853.59,2222.36,4027.64,2739.54,1441.24,2988.65,1616.73,-825.427,-744.515,3597.19,5890.52,2392.16,2633.58,4437.98,-354.825,4035.31,2952.9,-277.684,3154.51,2991.6,1350.49,3204.67,-1317.03,1532.48,3463.94,5547.82,5235.28,2268.08,-1299.25,2104.57,5058.12,1125.96,977.558,839.899,5763.2,2367.17,1288.66,-834.344,-430.212,3325.7,4007.87,2141.16,5296.15,6303.07,-1222.07,897.886,2441.7,2890.88,5754.71,1861.7,4188.4,6016.38,5367.89,5886.87,3144.12,3376.71,1527.31,3376.77,3347.89,647.181,1469.36,82.4624,2734.47,2378.38,1265.32,2622.55,3153.4,4311.17,6290.16,4695.62,3392.49,4555.04,2322.12,468.599,-901.35,3266.57,-673.127,3714.59,5514.33,572.259,5727.55,3025.5,2530.96,6175.1,3921.25,4689.06,4021.37,-674.738,14.2362,6386.24,1277.34,959.973,163.047,1744.16,-394.541,5956.16,936.922,1728.92,3253.94,4950.94,-772.924,4079.65,1553.84,6087.88,4653.36,645.596,3655.2,4797.46,-1389.04,-1201.49,-731.524,-169.612,2816.61,5472.56,5845.62,98.2846,1331.03,-511.293,6170.9,6339.04,3375.52,353.199,5949.36,1996.95,400.924,5418.95,4002.99,1831.73,649.438,4426.69,5268.56,2567.44,-30.1176,-694.996,5194.13,5007.96,1466.64,2110.05,6188.46,2638.72,-983.705,3098.12,1483.81,4543.49,-823.303,672.724,-831.902,3269.41,4633.25,-710.741,972.645,-1156.83,-1189.75,-1320.95,5980.23,3903.55,158.699,4451.04,568.864,2267.53,2775.76,5832.17,-976.279,270.399,179.9,3091.49,659.983,2254.41,5036.02,-142.16,5521.28,2056.76,3041.07,-918.25,4482.75,1492.61,-1059.29,4149.33,-414.365,-1312.56,-1286.1,4246.33,4011.09,6008.13,-247.71,1792.33,4989.76,2369.89,4687.14,-223.094,-1151.03,-354.405,6378.21,2208.34,3993.27,1358.06
-5234.97,-1793.22,-2249.33,-471.277,-4244.75,-3581.78,-5439.96,-2120.5,-4791.9,-4142.52,-4515.35,-4108.25,-1100.42,-739.98,-3261.39,-1712.93,-5057.02,-4345.04,-1162.28,-1766.06,-2832.5,-3190.89,-3820.94,-3717.42,80.8491,-2252.51,-3226.28,-4629.97,-5627.3,-3248.75,-6050.25,-1074.04,-2079.13,-525.464,-5361.72,-3817.26,-4062.34,-324.522,-2840.71,-3268.06,-1505.53,-4858.18,-5991.73,-5026.49,-971.255,-329.919,-3911.76,-375.274,-2392.9,-5520.34,-3084.84,-2981.89,-5609.48,-872.777,-3208.77,-5396.81,-3887.26,-2708.33,-5257.96,-2130.14,-3720.28,-4909.86,-5973.11,-3266.59,-4581.37,-3893.25,-4260.77,-2638.55,-2394.01,70.1989,-206.588,-2757.64,-4575.4,-4028.74,-1225.47,-3368.66,-1922.12,-4282.54,-2838.97,-2682.3,-5541.97,-4580.2,-4750.35,-6106.95,44.9012,-1118.68,-338.63,-1602.55,-3399.01,-5143.13,-2347.95,-13.1694,-3605.03,-5585.08,-2252.0,-5197.83,-2151.55,-3346.03,-1429.55,-4643.66,73.8018,-5037.88,-297.071,-6079.04,-5631.01,-3056.62,-3594.68,-675.534,-5911.44,-2041.16,-153.303,-3555.84,-1627.02,-1055.9,-4195.35,-5618.43,-5246.91,-1524.84,-2001.99,-117.311,-3041.26,-3235.17,-461.009,-3471.77,-3084.92,-3069.73,-1598.33,-2477.52,-3527.04,-3943.59,-5257.67,-95.7469,-2522.7,-5444.24,-814.312,-945.758,-1352.44,-4012.45,-3339.64,-2196.62,-3755.65,-1811.27,-1776.67,-3540.86,-3107.12,-1465.58,52.8788,-4064.65,-1361.7,-1854.98,-2281.92,-371.587,-2477.86,-2972.52,-4486.45,-2503.48,-4991.55,-3367.21,-1718.03,-4265.54,-4776.08,-734.15,-3400.58,-305.159,-5582.69,-5989.27,-4030.82,-4553.93,-903.53,-1132.94,-2587.6,-3793.9,-2276.93,-1654.96,-967.031,-1343.8,-5989.82,-2676.27,-1967.06,-4938.68,-4065.5,-730.647,-5828.24,-105.968,-3223.72,-2308.14,-2244.04,-4019.3,-2655.74,-3318.23,-3293.1,-4183.47,-298.828,-4940.71,-4253.78,-3839.53,-5207.57,-1377.01,-1347.83,-5691.45
-4216.09,-2288.28,5577.82,-5194.42,790.868,-7449.42,1651.35,6434.97,4644.51,6924.05,6530.95,-4323.77,36.1331,-3113.64,-9559.22,3809.55,-4775.97,-3171.3,8093.73,2240.09,-5330.43,-2341.88,-7673.26,-9835.92,-7535.54,-8290.83,3899.79,-1270.72,-6798.86,5614.09,4510.92,-81.7647,1595.86,1429.68,6341.48,2292.19,6755.74,4039.55,1074.02,1882.46,3790.46,-9211.92,-5185.84,-6828.92,-2147.15,92.0512,-4354.97,2240.67,7604.8,591.96,4802.19,8543.15,-1454.64,-6884.58,-3091.31,1497.27,-2743.0,83.735,-3112.03,1332.0,3744.29,4094.16,1976.48,-9269.64,3565.51,-9747.06,2252.33,2713.07,4220.42,3938.97,768.211,-7925.02,-5796.83,-5762.84,6007.75,-1744.2,-5058.0,-7494.48,-8406.47,-6544.98,-6089.96,-2206.68,4364.16,4711.23,-2159.95,2811.77,-3151.29,3983.61,6145.36,-4037.32,6493.02,6956.75,1951.81,-1973.67,-3579.79,-726.887,6556.36,-9298.63,-6214.7,-3211.83,-5844.56,-862.237,-7605.65,-573.686,-9129.96,6622.33,430.406,-9607.71,2230.03,-3365.56,-1001.23,4623.93,-5302.64,-6883.48,2463.72,1071.53,-2138.95,672.289,2331.5,-4307.8,-4035.65,5155.54,-8871.08,-6610.51,-2231.79,5476.91,-2088.05,-27.7362,-2407.35,-2674.74,7886.06,80.1562,3115.6,2469.76,-8345.71,6167.04,3037.58,-1077.18,-8134.11,-3372.44,7462.42,941.382,5166.78,-7356.0,3615.34,-5272.47,-9079.72,6446.15,-8768.19,-2536.01,7257.24,-7378.75,-4356.91,-2905.51,1089.29,-6391.91,4847.24,-2334.91,-3283.56,5140.83,5760.37,-3710.56,3599.96,6791.25,4550.58,7119.56,-6265.01,-7698.99,8178.7,1042.62,-7551.08,3207.39,-8518.31,5797.2,768.365,-7741.41,7280.27,5306.04,7558.12,-5997.61,-4290.1,2224.34,-8962.47,1362.47,6549.67,3174.96,-7001.41,-9173.53,-3979.09,6448.5,625.759,8444.72,-8622.73,7627.11,3012.22,8245.05,-5532.6,4891.86,-818.263,7227.52
